Id_Estudiante,Nombre_Completo,Id_Centro,Id_Carrera,Correo,Sexo,Direccion
974,Cointon Hamal,9,25,chamalr1@php.net,Male,2 Longview Pass
975,Candra MacCauley,2,19,cmaccauleyr2@blogtalkradio.com,Female,60235 Dovetail Trail
976,Clemmy Qusklay,8,40,cqusklayr3@phpbb.com,Male,8757 Meadow Ridge Pass
977,Stephan Baxstair,7,5,sbaxstairr4@sciencedaily.com,Male,89 Grover Hill
978,Orland Salmond,8,47,osalmondr5@angelfire.com,Male,679 Hayes Center
979,Delmar O'Heneghan,2,11,doheneghanr6@yellowpages.com,Genderqueer,4366 Melvin Road
980,Rosabel Crittal,6,11,rcrittalr7@shop-pro.jp,Female,70988 Hanson Junction
981,Garret Spino,2,2,gspinor8@hibu.com,Male,405 Hollow Ridge Parkway
982,Jaimie Munkton,1,63,jmunktonr9@toplist.cz,Male,37849 Katie Lane
983,Randy Penley,1,50,rpenleyra@businessweek.com,Female,9 Monterey Place
984,Trish Qusklay,7,47,tqusklayrb@cpanel.net,Bigender,33348 Green Avenue
985,Austen Counsell,6,64,acounsellrc@moonfruit.com,Male,38 Kingsford Trail
986,Felita Pencott,8,43,fpencottrd@domainmarket.com,Female,63724 Packers Trail
987,Kelcy Poynter,6,3,kpoynterre@simplemachines.org,Female,3197 Fairfield Drive
988,Xever Riglar,4,9,xriglarrf@wikia.com,Male,16207 Waxwing Lane
989,Rozele Dotterill,5,50,rdotterillrg@newsvine.com,Female,6607 Stephen Drive
990,Vere Hayden,1,59,vhaydenrh@toplist.cz,Female,2521 Russell Trail
991,Charmine Upward,7,31,cupwardri@jalbum.net,Female,6 Fairfield Place
992,Idelle Fowley,4,58,ifowleyrj@toplist.cz,Female,712 Columbus Street
993,Harlen Antonietti,8,3,hantoniettirk@icq.com,Male,37532 6th Terrace
994,Adrianne Clemmow,8,27,aclemmowrl@123-reg.co.uk,Female,94 Kedzie Parkway
995,Merrile Cathee,8,39,mcatheerm@elpais.com,Female,36 Summit Trail
996,Kennith Beneix,4,52,kbeneixrn@newsvine.com,Male,6436 Meadow Valley Park
997,Candi Quilter,5,29,cquilterro@mayoclinic.com,Female,40 Mcbride Park
998,Wilfrid Billin,4,15,wbillinrp@hostgator.com,Male,60906 Old Gate Way
999,Colette Extal,9,56,cextalrq@businesswire.com,Female,4 Derek Crossing
1000,Correna Twede,3,15,ctwederr@ed.gov,Female,57 Eastlawn Circle
